age,job,marital,education,default,balance,housing,loan,day_of_week,month,duration,campaign,pdays,previous,y
48,management,married,tertiary,no,1973,no,no,20,oct,130,1,132,0,no
45,entrepreneur,married,secondary,no,-52,yes,yes,28,jul,283,3,-1,0,no
33,admin.,single,secondary,no,-130,no,no,27,apr,99,1,-1,0,no
34,entrepreneur,married,secondary,no,-103,yes,no,18,jul,173,2,-1,0,no
27,management,single,tertiary,no,856,yes,no,9,may,124,1,-1,0,no
30,admin.,married,secondary,no,44,yes,no,19,nov,86,5,-1,0,no
43,entrepreneur,married,secondary,no,940,yes,no,22,jul,678,2,-1,0,yes
33,unemployed,single,secondary,no,598,no,no,3,jun,376,2,-1,0,no
47,blue-collar,married,secondary,no,712,yes,no,6,may,165,5,-1,0,no
29,management,single,tertiary,no,3806,no,no,5,sep,740,1,134,1,yes
35,technician,married,secondary,no,31,yes,yes,26,jan,139,3,-1,0,no
42,housemaid,married,secondary,no,217,no,no,10,jun,100,1,-1,0,no
37,self-employed,married,tertiary,no,636,yes,no,18,nov,109,4,-1,0,no
53,blue-collar,married,secondary,no,2734,yes,no,19,nov,117,2,-1,0,no
33,blue-collar,single,secondary,no,255,yes,no,5,aug,38,1,-1,0,no
31,services,single,secondary,no,407,no,no,13,may,794,2,-1,0,yes
26,blue-collar,married,primary,no,84,yes,no,24,jul,183,3,-1,0,no
37,blue-collar,married,primary,no,701,yes,no,10,may,359,1,-1,0,no
47,blue-collar,married,secondary,no,367,yes,no,2,jun,117,1,-1,0,no
43,services,married,secondary,no,714,no,no,9,jun,140,2,-1,0,no
31,services,single,secondary,no,641,yes,no,5,jun,119,4,-1,0,no
30,self-employed,single,tertiary,no,800,no,no,23,jun,532,2,-1,0,no
35,blue-collar,married,secondary,no,235,no,no,28,may,227,1,-1,0,no
43,management,married,tertiary,no,1687,yes,no,31,may,108,10,-1,0,no
38,management,married,tertiary,no,595,no,no,19,aug,72,1,-1,0,no
28,technician,single,secondary,no,743,yes,no,28,jul,522,5,-1,0,yes
38,blue-collar,married,secondary,no,266,yes,no,9,jul,101,2,-1,0,no
35,admin.,married,secondary,no,-322,yes,no,2,jun,231,2,-1,0,no
58,blue-collar,married,secondary,no,836,yes,no,16,may,105,1,-1,0,no
35,management,married,tertiary,no,1029,no,no,17,jul,95,2,-1,0,no
54,technician,married,secondary,no,499,yes,no,29,may,129,3,-1,0,no
35,blue-collar,married,secondary,no,160,yes,no,9,may,93,4,-1,0,no
48,technician,married,secondary,no,82,no,no,29,jan,184,1,-1,0,no
35,blue-collar,married,secondary,no,1054,no,no,15,jun,181,3,-1,0,no
33,management,single,tertiary,no,911,no,no,17,jul,410,1,-1,0,yes
44,blue-collar,married,primary,no,21,yes,no,22,may,363,2,-1,0,no
37,management,married,tertiary,no,83,no,yes,21,jan,203,1,-1,0,no
29,unemployed,single,secondary,no,400,no,no,16,jun,281,3,-1,0,no
33,blue-collar,married,secondary,no,793,yes,no,21,may,540,3,-1,0,no
41,unemployed,married,secondary,no,726,no,no,6,jun,616,1,-1,0,no
47,admin.,married,secondary,no,11,no,no,29,aug,333,2,-1,0,no
47,management,married,tertiary,no,3624,yes,no,5,may,406,1,-1,0,no
33,technician,married,secondary,no,680,yes,no,11,jul,114,1,-1,0,no
55,technician,married,secondary,no,285,no,no,16,may,165,2,-1,0,no
35,entrepreneur,married,secondary,no,603,yes,no,19,may,91,1,-1,0,no
59,housemaid,married,secondary,no,11,no,no,11,jun,157,2,-1,0,no
35,admin.,married,secondary,no,942,yes,no,14,may,238,1,336,1,no
48,self-employed,married,secondary,no,387,yes,no,24,jun,129,5,-1,0,no
41,blue-collar,married,primary,no,246,yes,no,15,jul,720,2,-1,0,no
37,blue-collar,married,primary,no,65,yes,no,19,may,169,2,-1,0,no
37,blue-collar,married,primary,no,489,no,no,9,may,349,2,329,1,no
53,admin.,married,secondary,no,3064,yes,no,7,may,170,1,-1,0,yes
45,admin.,married,secondary,no,5106,yes,no,23,jul,389,1,-1,0,yes
45,technician,married,secondary,no,797,no,no,24,jun,214,1,-1,0,no
31,entrepreneur,married,secondary,no,53,no,no,23,jul,88,2,-1,0,no
31,student,single,tertiary,no,2317,no,no,22,aug,247,1,541,1,yes
38,management,married,tertiary,no,7,no,no,22,jun,148,5,-1,0,no
34,management,single,tertiary,no,756,no,no,21,nov,478,1,-1,0,yes
40,entrepreneur,married,secondary,no,-124,yes,yes,3,jun,118,1,-1,0,no
35,blue-collar,single,primary,no,683,no,no,6,aug,129,1,83,1,yes
34,blue-collar,married,secondary,no,771,yes,no,11,apr,78,2,-1,0,no
34,technician,married,secondary,no,20,no,no,30,jul,276,2,-1,0,no
33,management,single,tertiary,no,2331,no,no,18,nov,231,1,-1,0,yes
39,management,married,secondary,no,692,yes,no,20,may,442,1,-1,0,no
28,technician,single,secondary,no,393,yes,no,14,may,389,4,-1,0,no
31,student,single,tertiary,no,316,no,no,14,jun,66,7,-1,0,no
28,technician,single,secondary,no,-100,yes,yes,2,jun,282,2,-1,0,no
35,admin.,single,secondary,no,254,yes,no,25,may,173,7,-1,0,no
51,admin.,married,secondary,no,816,no,no,20,nov,611,1,39,1,yes
47,blue-collar,married,primary,no,777,yes,yes,23,nov,209,1,-1,0,no
55,admin.,married,secondary,no,769,no,no,28,aug,188,7,-1,0,no
35,technician,married,secondary,no,709,yes,no,7,apr,315,3,312,6,no
59,,married,secondary,no,650,no,no,13,aug,142,1,-1,0,yes
35,technician,single,secondary,no,395,yes,no,5,may,382,1,-1,0,no
40,admin.,married,secondary,no,285,no,no,19,jun,97,4,-1,0,no
52,technician,married,secondary,no,289,yes,no,17,may,42,3,260,6,no
34,technician,married,secondary,no,-93,yes,no,7,feb,172,5,-1,0,no
37,admin.,married,secondary,no,573,yes,no,7,jun,79,2,-1,0,no
44,blue-collar,married,secondary,no,622,yes,no,21,jul,98,7,-1,0,no
45,blue-collar,married,secondary,no,828,no,yes,29,jan,115,1,-1,0,no
36,entrepreneur,single,secondary,no,420,yes,no,12,may,62,1,-1,0,no
44,admin.,married,secondary,no,529,no,no,8,jul,396,3,-1,0,no
45,management,married,tertiary,no,-26,yes,no,15,jun,132,2,-1,0,no
30,services,single,secondary,no,-66,yes,no,1,jun,766,1,-1,0,no
45,admin.,married,secondary,no,3962,no,no,7,jul,264,1,-1,0,yes
33,management,single,tertiary,no,168,no,no,14,jun,250,2,-1,0,no
47,management,married,tertiary,no,422,yes,no,13,may,136,2,-1,0,no
41,management,married,tertiary,no,336,yes,no,7,may,224,1,349,4,no
46,blue-collar,married,secondary,no,794,no,yes,18,jul,257,3,-1,0,no
38,self-employed,married,tertiary,no,814,yes,no,16,jul,151,4,-1,0,no
45,unemployed,married,secondary,no,-10,yes,no,14,jul,227,5,-1,0,no
33,blue-collar,married,secondary,no,200,yes,no,20,jun,102,27,-1,0,no
41,technician,married,secondary,no,233,yes,no,29,may,162,6,-1,0,no
31,services,single,secondary,no,643,no,no,20,jul,716,1,-1,0,yes
48,housemaid,married,secondary,no,613,no,no,29,may,66,1,-1,0,no
36,blue-collar,married,secondary,no,-100,yes,no,29,may,368,7,-1,0,no
57,retired,married,primary,no,158,no,no,4,jun,79,2,-1,0,no
34,admin.,married,secondary,no,350,no,no,21,apr,663,1,-1,0,yes
47,services,married,secondary,no,582,yes,no,9,jul,256,4,-1,0,no
32,admin.,single,secondary,no,204,yes,no,14,may,130,5,-1,0,no
40,technician,married,secondary,no,33,no,no,7,jul,161,4,-1,0,no
42,admin.,married,secondary,no,424,yes,no,28,apr,161,2,185,1,no
51,management,married,primary,no,-240,yes,no,4,may,152,1,-1,0,no
46,blue-collar,married,primary,no,-6,yes,no,8,jun,209,1,-1,0,no
29,blue-collar,single,secondary,no,257,no,no,21,jun,181,3,-1,0,no
32,blue-collar,single,secondary,no,696,no,no,5,jun,136,1,-1,0,no
37,admin.,married,secondary,no,-8,yes,no,28,jul,145,4,-1,0,no
47,management,married,tertiary,no,280,no,no,17,jul,190,3,-1,0,no
58,management,married,secondary,no,1099,yes,no,14,may,635,3,-1,0,no
35,admin.,married,secondary,no,-69,yes,yes,27,nov,106,2,-1,0,no
57,services,married,secondary,no,387,no,no,5,jun,253,1,-1,0,no
53,technician,married,secondary,no,-154,no,no,21,jun,144,1,-1,0,no
36,management,married,tertiary,no,738,yes,no,14,may,439,2,-1,0,no
31,technician,single,tertiary,no,1426,no,no,9,jul,725,1,101,1,yes
32,admin.,single,secondary,no,249,no,no,21,aug,636,1,104,1,yes
32,services,single,secondary,no,-194,yes,no,6,may,424,1,-1,0,no
61,blue-collar,married,primary,no,1793,no,no,26,jan,152,3,-1,0,no
42,admin.,married,secondary,no,477,yes,no,6,may,129,1,-1,0,no
46,management,married,secondary,no,442,yes,no,2,jun,90,3,130,1,no
27,technician,single,secondary,no,25,no,no,17,jun,290,7,-1,0,no
38,admin.,married,secondary,no,2,yes,no,12,may,145,5,-1,0,no
40,admin.,married,secondary,no,14,no,no,14,may,274,3,-1,0,no
52,admin.,married,secondary,no,464,yes,yes,7,apr,733,3,301,1,no
42,blue-collar,married,primary,no,791,yes,no,26,may,125,2,-1,0,no
34,management,married,tertiary,no,709,no,no,23,jul,140,2,-1,0,no
30,blue-collar,married,primary,no,635,yes,no,6,jun,438,2,-1,0,no
39,management,married,tertiary,no,803,no,no,5,may,247,2,-1,0,no
36,management,married,tertiary,no,2015,yes,no,24,jul,166,1,-1,0,no
31,management,married,tertiary,no,24,yes,no,8,may,254,1,-1,0,no
38,technician,single,tertiary,no,3218,no,no,25,sep,128,1,-1,1,yes
22,admin.,single,secondary,no,779,no,no,2,jun,137,1,-1,0,no
54,entrepreneur,married,secondary,no,444,yes,no,20,jun,77,7,-1,0,no
42,services,married,secondary,no,489,yes,no,19,apr,164,1,-1,0,no
43,admin.,married,secondary,no,402,yes,yes,8,jul,563,1,-1,0,no
37,admin.,married,secondary,no,196,yes,no,28,jul,718,4,-1,0,no
46,technician,married,secondary,no,351,yes,yes,15,jul,167,1,-1,0,no
41,admin.,married,secondary,no,-7,yes,no,14,jul,135,3,-1,0,no
51,retired,married,secondary,no,471,no,no,17,jul,277,1,-1,0,no
38,management,married,tertiary,no,666,yes,no,12,may,299,1,353,1,no
29,management,single,tertiary,no,57,no,yes,22,jul,81,1,-1,0,no
43,technician,married,secondary,no,4262,no,no,17,mar,167,1,-1,0,yes
50,management,married,tertiary,no,4368,no,no,2,jun,824,1,-1,0,yes
43,blue-collar,married,primary,no,-29,yes,no,8,may,336,7,-1,0,no
32,retired,married,tertiary,no,682,no,no,28,nov,661,1,-1,0,yes
51,technician,married,secondary,no,228,yes,no,5,may,187,1,-1,0,no
28,student,single,secondary,no,348,yes,no,13,may,119,5,-1,0,no
42,blue-collar,married,secondary,no,598,yes,no,17,apr,443,2,-1,0,no
49,entrepreneur,married,secondary,no,917,yes,no,15,may,151,7,-1,0,no
54,management,married,secondary,no,-159,yes,no,14,may,226,3,-1,0,no
51,entrepreneur,married,secondary,no,-42,yes,yes,18,nov,340,3,74,2,no
46,admin.,married,secondary,no,-252,yes,no,9,apr,251,1,-1,0,no
38,services,married,secondary,no,65,yes,no,23,jul,149,4,-1,0,no
58,management,married,tertiary,no,2277,yes,no,6,aug,134,1,-1,0,no
48,management,married,tertiary,no,4477,yes,no,17,nov,580,2,85,2,yes
36,technician,single,secondary,no,1418,yes,no,20,nov,261,1,-1,0,no
57,blue-collar,married,primary,no,377,no,no,19,jun,443,4,-1,0,no
34,management,married,tertiary,no,-50,yes,no,11,aug,64,1,-1,0,no
26,services,single,secondary,no,874,yes,no,16,apr,252,1,323,1,no
40,services,married,secondary,no,-396,yes,yes,19,apr,615,2,260,12,no
30,services,single,secondary,no,195,no,no,5,feb,109,1,-1,0,no
34,admin.,single,secondary,no,-4,no,no,4,aug,344,1,-1,0,no
50,admin.,married,secondary,no,-146,yes,yes,28,may,302,2,-1,0,no
54,management,married,tertiary,no,434,no,no,11,feb,223,1,110,1,yes
35,blue-collar,married,primary,no,820,yes,no,9,may,198,2,-1,0,no
58,blue-collar,married,primary,no,77,yes,no,17,may,196,7,-1,0,no
34,unemployed,single,secondary,no,3,no,no,4,may,276,1,-1,0,no
21,unemployed,single,secondary,no,496,yes,no,8,may,170,2,-1,0,no
27,technician,single,secondary,no,262,no,no,29,may,944,3,-1,0,yes
36,admin.,married,secondary,no,30,no,no,19,jun,174,1,-1,0,no
43,admin.,married,secondary,no,881,yes,no,22,nov,183,3,-1,0,no
49,management,married,tertiary,no,704,yes,no,9,apr,112,1,-1,0,no
39,entrepreneur,married,secondary,no,-8,yes,yes,25,jan,642,1,-1,0,no
37,blue-collar,married,secondary,no,-56,yes,no,21,apr,385,1,255,1,no
36,blue-collar,married,primary,no,23,yes,no,4,jun,496,2,-1,0,no
40,management,married,tertiary,no,2769,no,no,29,nov,96,1,-1,0,no
37,blue-collar,married,primary,no,699,yes,no,18,may,148,1,-1,0,no
28,services,married,secondary,no,256,yes,yes,15,jul,172,2,-1,0,no
31,blue-collar,married,secondary,no,420,yes,no,19,nov,211,2,-1,0,no
41,technician,married,secondary,no,316,yes,no,14,may,282,8,-1,0,no
37,services,married,secondary,no,414,no,no,26,apr,131,3,-1,0,no
50,technician,married,secondary,no,225,yes,no,18,jun,212,2,-1,0,no
41,self-employed,married,tertiary,no,847,yes,no,9,apr,80,1,332,1,no
37,management,married,tertiary,no,407,no,no,4,jun,203,4,-1,0,no
33,technician,married,secondary,no,417,yes,no,15,jun,116,5,-1,0,no
34,blue-collar,married,primary,no,743,yes,no,18,may,96,3,-1,0,no
48,technician,married,secondary,no,20,no,no,6,jul,588,2,-1,0,no
31,services,single,secondary,no,-213,no,no,21,jan,265,2,-1,0,no
54,technician,married,secondary,no,702,yes,no,23,jul,93,1,-1,0,no
39,services,married,secondary,no,775,yes,yes,23,jul,142,1,-1,0,no
28,management,single,tertiary,no,427,no,no,18,jul,345,1,-1,0,no
32,blue-collar,single,secondary,no,335,no,no,16,jun,126,1,-1,0,no
35,services,married,secondary,no,-135,no,no,17,jun,189,2,-1,0,no
34,admin.,single,secondary,no,349,yes,no,6,apr,51,1,263,1,no
41,technician,married,secondary,no,154,yes,no,11,jul,235,1,-1,0,no
29,technician,single,secondary,no,196,yes,no,15,may,230,1,-1,0,no
30,admin.,single,secondary,no,860,yes,no,16,may,135,3,339,1,no
43,technician,married,secondary,no,-153,no,no,6,jun,406,3,-1,0,no
39,technician,married,secondary,no,-142,no,no,28,jun,245,4,-1,0,no
54,services,married,secondary,no,327,no,no,30,jul,137,1,-1,0,no
35,management,married,tertiary,no,80,no,no,26,aug,210,2,-1,0,no
39,services,married,secondary,no,-361,no,no,25,aug,45,15,-1,0,no
40,technician,married,secondary,no,202,yes,no,3,feb,149,1,-1,0,no
43,blue-collar,married,secondary,no,328,yes,no,12,may,163,4,-1,0,no
30,self-employed,single,tertiary,no,387,no,no,26,aug,72,11,-1,0,no
49,management,married,secondary,no,-1,no,no,5,jun,182,1,-1,0,no
35,management,single,tertiary,no,9051,no,no,7,aug,691,1,-1,0,yes
37,technician,married,secondary,no,-184,yes,no,14,may,89,2,-1,0,no
47,services,married,secondary,no,280,no,no,6,may,163,1,74,0,no
36,management,married,tertiary,no,3534,yes,no,22,apr,492,2,271,7,no
34,self-employed,married,tertiary,no,1059,no,no,21,jun,115,1,-1,0,no
28,management,single,tertiary,no,1357,yes,no,3,jun,205,1,-1,0,no
29,blue-collar,married,primary,no,338,yes,no,3,jun,136,3,-1,0,no
30,technician,single,secondary,no,-112,yes,no,5,jun,117,3,-1,0,no
31,technician,single,secondary,no,678,yes,no,20,jun,107,3,-1,0,no
39,admin.,married,secondary,no,506,no,no,19,nov,275,2,-1,0,no
43,admin.,married,secondary,no,-7,yes,no,23,nov,177,3,260,2,no
33,blue-collar,married,primary,no,565,no,no,20,apr,115,3,-1,0,no
44,entrepreneur,married,secondary,no,796,no,no,4,jun,123,2,-1,0,no
54,blue-collar,married,secondary,no,22,yes,no,9,may,218,2,-1,0,no
51,management,married,secondary,no,309,yes,no,15,may,204,4,-1,0,no
46,management,married,tertiary,no,603,yes,no,26,may,168,1,-1,0,no
30,blue-collar,single,secondary,no,571,yes,no,6,may,432,2,356,6,no
42,management,married,tertiary,no,3,yes,no,19,jul,194,1,-1,0,no
48,admin.,married,secondary,no,612,yes,no,14,may,263,1,339,1,no
41,entrepreneur,married,secondary,no,44,no,yes,3,jun,162,1,-1,0,no
53,management,married,tertiary,no,648,no,no,23,nov,116,1,-1,0,no
37,services,married,secondary,no,318,yes,no,17,nov,553,1,168,1,no
37,services,married,secondary,no,761,yes,no,20,jul,102,1,-1,0,no
56,retired,married,secondary,no,99,yes,no,14,may,236,3,-1,0,no
58,management,married,tertiary,no,178,no,no,14,apr,86,3,-1,0,no
38,self-employed,married,tertiary,no,808,yes,no,14,may,40,1,-1,0,no
56,services,married,secondary,no,526,no,no,4,jun,45,5,-1,0,no
34,services,married,secondary,no,299,yes,no,26,apr,362,4,-1,0,no
46,self-employed,married,secondary,no,90,yes,no,20,jun,162,5,-1,0,no
56,technician,married,secondary,no,599,yes,no,6,feb,149,8,-1,0,no
36,services,single,secondary,no,526,yes,no,20,feb,145,1,202,1,no
41,technician,married,secondary,no,188,yes,no,3,jun,159,1,-1,0,no
31,management,single,tertiary,no,896,no,no,6,jul,153,1,-1,0,no
35,admin.,single,secondary,no,897,no,no,4,aug,210,1,-1,0,yes
40,blue-collar,married,primary,no,396,yes,no,19,nov,556,1,-1,0,no
46,entrepreneur,married,secondary,no,125,yes,no,20,may,298,3,-1,0,no
39,blue-collar,married,secondary,no,620,yes,yes,17,apr,107,2,284,10,no
55,blue-collar,married,primary,no,2152,yes,no,20,nov,537,2,-1,0,no
36,technician,single,secondary,no,1463,no,no,21,oct,630,1,146,1,yes
35,technician,married,secondary,no,543,yes,no,21,jul,426,1,-1,0,no
54,technician,married,secondary,no,-7,no,no,18,jun,210,5,-1,0,no
45,services,married,secondary,no,2176,no,no,14,nov,155,1,113,1,no
60,admin.,married,secondary,no,26,no,no,19,nov,106,2,-1,0,no
40,blue-collar,married,primary,no,349,no,no,7,jul,577,4,-1,0,no
32,self-employed,single,secondary,no,387,yes,no,11,apr,159,1,63,4,no
50,management,married,secondary,no,809,yes,no,21,nov,602,3,-1,0,no
28,management,single,tertiary,no,422,no,no,4,jun,232,5,-1,0,no
61,unemployed,married,secondary,no,1500,yes,no,30,jan,160,2,-1,0,no
40,housemaid,married,secondary,no,344,no,no,9,feb,34,2,86,1,no
33,self-employed,single,tertiary,no,506,no,no,22,jul,335,2,-1,0,no
51,technician,married,secondary,no,3223,yes,no,21,may,49,14,-1,0,no
38,management,married,tertiary,no,384,yes,no,18,jun,125,3,-1,0,no
56,management,married,tertiary,no,2492,no,no,14,jun,80,2,-1,0,no
33,technician,married,secondary,no,-215,no,yes,6,jun,168,8,-1,0,no
48,blue-collar,married,secondary,no,171,yes,no,7,may,95,1,329,4,no
29,management,single,tertiary,no,394,no,no,18,nov,102,2,-1,0,no
43,management,married,tertiary,no,619,yes,no,23,nov,112,4,-1,0,no
39,management,married,tertiary,no,48,yes,no,15,jul,284,2,-1,0,no
34,entrepreneur,married,tertiary,no,7,yes,no,24,jul,115,4,-1,0,no
37,management,married,tertiary,no,452,yes,no,12,aug,87,1,188,1,no
44,technician,married,secondary,no,503,yes,no,17,jul,249,7,-1,0,no
43,admin.,married,secondary,no,49,yes,no,9,may,408,4,-1,0,no
31,services,married,secondary,no,13,yes,no,20,jun,65,5,-1,0,no
40,management,married,tertiary,no,-9,yes,no,16,may,88,1,-1,0,no
63,admin.,married,secondary,no,14,no,no,6,jun,444,1,-1,0,no
42,technician,married,secondary,no,131,yes,no,25,aug,632,3,-1,0,no
29,management,single,tertiary,no,631,yes,no,20,jul,442,2,-1,0,no
52,self-employed,married,tertiary,no,2274,no,no,4,feb,74,1,-1,0,no
59,technician,married,secondary,no,494,no,no,8,aug,173,8,-1,0,no
30,technician,single,secondary,no,-13,yes,no,28,aug,32,2,-1,0,no
44,technician,married,secondary,no,-99,yes,no,5,may,53,4,-1,0,no
27,admin.,single,secondary,no,-104,yes,no,19,aug,122,1,-1,0,no
30,blue-collar,single,secondary,no,674,yes,no,13,may,163,1,-1,0,no
52,technician,married,secondary,no,38,yes,no,7,may,125,2,-1,0,no
61,housemaid,married,primary,no,2866,no,no,12,sep,60,2,-1,0,no
33,management,single,tertiary,no,1624,no,no,6,aug,101,2,85,3,yes
41,technician,married,secondary,no,475,yes,no,30,may,304,1,-1,0,no
35,technician,married,secondary,no,-172,yes,no,29,may,181,3,-1,0,no
52,blue-collar,married,secondary,no,667,yes,no,30,may,50,3,354,1,no
39,blue-collar,married,secondary,no,439,yes,no,14,may,114,1,-1,0,no
55,blue-collar,married,primary,no,761,no,no,11,aug,164,2,-1,0,no
35,technician,married,secondary,no,116,no,no,29,jan,122,1,-1,0,no
53,admin.,married,secondary,no,102,yes,no,28,apr,188,1,-1,0,no
59,housemaid,married,secondary,no,703,yes,no,3,jun,218,7,-1,0,no
32,management,married,tertiary,no,635,yes,yes,18,jul,351,1,-1,0,no
56,management,married,tertiary,no,573,no,no,29,jan,232,2,-1,0,no
30,services,single,secondary,no,29,yes,yes,27,may,190,2,-1,0,no
58,blue-collar,married,primary,no,-95,no,no,2,jun,39,3,-1,0,no
41,management,married,tertiary,no,57,no,no,9,jul,130,1,-1,0,no
40,blue-collar,married,secondary,no,118,no,no,23,jun,73,3,-1,0,no
57,management,married,primary,no,581,no,no,6,jun,87,3,-1,0,no
37,blue-collar,married,primary,no,121,no,no,17,nov,167,2,-1,0,no
38,admin.,married,secondary,no,751,yes,no,30,may,129,5,-1,0,no
59,admin.,married,secondary,no,367,yes,no,7,jul,559,1,152,1,yes
59,management,married,secondary,no,11,no,no,11,jun,216,2,-1,0,no
32,admin.,married,secondary,no,313,yes,no,13,jul,182,3,-1,0,no
46,blue-collar,married,secondary,no,254,yes,no,15,may,48,5,-1,0,no
37,services,single,secondary,no,3819,yes,no,23,nov,458,1,-1,0,yes
29,admin.,single,secondary,no,39,yes,no,15,apr,324,8,-1,0,no
32,technician,single,secondary,no,641,no,no,7,jun,331,3,-1,0,no
40,services,married,secondary,no,713,no,no,6,jun,193,1,-1,0,no
37,housemaid,married,secondary,no,-421,no,no,6,jul,200,1,-1,0,no
41,housemaid,married,secondary,no,-99,no,no,6,jun,300,7,-1,0,no
36,services,married,secondary,no,476,no,no,13,may,162,1,-1,0,no
44,management,married,tertiary,no,-38,no,no,6,jun,155,8,-1,0,no
40,technician,married,secondary,no,-10,yes,no,23,may,143,2,-1,0,no
27,technician,single,tertiary,no,148,no,no,29,may,753,2,-1,0,yes
46,blue-collar,married,secondary,no,669,no,no,29,apr,596,2,187,1,no
28,blue-collar,single,secondary,no,262,yes,no,20,jun,108,3,-1,0,no
58,retired,married,secondary,no,61,no,no,31,jul,211,2,-1,0,no
48,management,married,tertiary,no,321,no,no,14,jul,116,5,-1,0,no
28,technician,single,tertiary,no,495,yes,no,25,jun,122,7,-1,0,no
34,management,married,tertiary,no,-1,no,no,12,aug,130,3,192,2,no
27,unemployed,single,secondary,no,613,yes,no,3,jun,306,1,-1,0,no
33,management,single,tertiary,no,75,yes,no,6,may,196,2,348,3,no
32,services,married,secondary,no,555,yes,no,25,jul,114,9,-1,0,no
41,admin.,single,secondary,no,691,yes,no,6,may,122,1,-1,0,no
48,management,married,tertiary,no,324,yes,no,31,jul,684,8,-1,0,no
45,blue-collar,married,secondary,no,158,yes,no,17,may,150,5,-1,0,no
31,management,single,tertiary,no,-91,no,no,13,jul,211,2,92,7,yes
37,management,married,tertiary,no,57,yes,no,5,may,531,1,-1,0,no
48,blue-collar,married,secondary,no,599,yes,no,21,nov,161,3,-1,0,no
42,technician,married,secondary,no,288,yes,no,16,may,311,1,-1,0,no
41,technician,married,secondary,no,889,no,no,17,jun,289,4,-1,0,no
59,management,married,tertiary,no,136,no,no,11,jul,147,2,-1,0,no
57,management,married,secondary,no,425,yes,no,28,may,155,1,-1,0,no
25,self-employed,single,tertiary,no,285,no,yes,14,jul,167,7,-1,0,no
31,student,single,tertiary,no,1660,no,no,3,mar,352,1,-1,0,yes
41,services,married,secondary,no,591,yes,no,6,jul,172,1,-1,0,no
60,management,married,tertiary,no,-107,yes,no,20,feb,526,2,193,1,no
30,management,single,tertiary,no,271,yes,no,5,may,331,1,-1,0,no
32,management,married,tertiary,no,277,yes,no,30,jan,158,2,261,6,no
40,admin.,married,secondary,no,405,yes,no,24,jun,184,5,-1,0,no
34,services,married,secondary,no,43,yes,no,21,jul,441,3,-1,0,no
49,blue-collar,married,secondary,no,756,no,no,19,apr,470,1,113,1,yes
25,technician,single,secondary,no,36,yes,no,19,nov,127,2,-1,0,no
59,retired,married,secondary,no,493,yes,yes,17,apr,339,2,252,2,no
34,housemaid,married,secondary,no,528,no,no,8,jun,250,3,-1,0,no
59,admin.,married,secondary,no,423,yes,no,29,may,504,4,-1,0,no
32,admin.,married,secondary,no,-218,yes,no,25,jul,253,1,-1,0,no
38,management,married,tertiary,no,486,yes,no,8,jun,94,7,-1,0,no
34,management,single,tertiary,no,1593,no,no,11,aug,512,1,99,1,yes
41,blue-collar,married,secondary,no,374,yes,no,12,jul,226,5,-1,0,no
46,entrepreneur,married,secondary,no,-373,no,no,9,jul,136,1,-1,0,no
37,technician,married,secondary,no,371,yes,no,24,may,175,2,-1,0,no
47,blue-collar,married,primary,no,395,yes,no,14,may,319,5,-1,0,no
37,technician,married,secondary,no,70,yes,no,18,may,176,1,-1,0,no
42,entrepreneur,married,tertiary,no,534,no,no,26,jul,108,1,-1,0,no
62,retired,married,tertiary,no,1575,no,no,7,feb,174,1,-1,0,yes
40,management,married,tertiary,no,-36,no,no,4,jul,48,1,-1,0,no
36,services,married,secondary,no,307,yes,no,28,may,444,1,-1,0,no
45,services,married,secondary,no,696,yes,no,11,jun,237,5,-1,0,no
34,blue-collar,married,primary,no,183,yes,no,14,may,125,1,-1,0,no
62,management,married,tertiary,no,43,no,no,16,jul,422,2,223,3,yes
62,housemaid,married,primary,no,86,no,no,28,jul,112,11,-1,0,no
27,services,single,secondary,no,543,yes,no,12,may,395,2,-1,0,no
55,management,married,tertiary,no,4290,yes,no,6,may,87,2,239,7,no
33,blue-collar,married,secondary,no,697,no,no,23,aug,183,6,-1,0,no
48,technician,married,secondary,no,851,no,no,29,jul,102,2,-1,0,no
57,retired,married,secondary,no,420,no,no,23,nov,119,1,175,1,no
54,admin.,married,secondary,no,94,no,no,4,may,109,7,-1,0,no
26,services,single,secondary,no,1681,yes,no,21,jul,502,1,-1,0,yes
33,technician,married,secondary,no,255,no,no,26,jun,198,2,-1,0,no
34,management,married,tertiary,no,902,yes,no,14,may,702,2,-1,0,no
33,management,married,tertiary,no,-4,yes,no,29,jan,120,1,-1,0,no
50,admin.,married,secondary,no,-478,yes,no,6,may,193,1,-1,0,no
38,self-employed,married,tertiary,no,1287,yes,no,6,jul,218,1,-1,0,yes
35,services,married,secondary,no,-182,yes,no,17,may,37,3,-1,0,no
36,technician,married,secondary,no,41,yes,no,23,nov,89,3,-1,0,no
54,blue-collar,married,primary,no,424,yes,no,3,feb,76,2,258,5,no
37,technician,married,secondary,no,-106,yes,no,14,may,142,2,355,4,no
43,technician,married,secondary,no,-9,yes,no,6,may,629,1,-1,0,no
33,management,married,tertiary,no,548,no,no,13,jun,185,1,-1,0,no
55,self-employed,married,primary,no,675,no,no,30,jun,133,1,-1,0,no
35,management,married,tertiary,no,269,yes,no,21,nov,350,2,-1,0,no
55,housemaid,married,secondary,no,19,no,yes,19,jun,166,1,-1,0,no
42,blue-collar,married,primary,no,430,yes,no,23,may,157,2,-1,0,no
